Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Tyrosine metabolism_Homo sapiens_hsa00350,1/35,0.14011163097102505,1.0,0,0,6.644518272425248,13.058576810763691,ADH1C,KEGG_2016
African trypanosomiasis_Homo sapiens_hsa05143,1/35,0.14011163097102505,1.0,0,0,6.644518272425248,13.058576810763691,APOA1,KEGG_2016
Nicotine addiction_Homo sapiens_hsa05033,1/40,0.15847457220368774,1.0,0,0,5.813953488372094,10.710239106230775,GRIA1,KEGG_2016
Fat digestion and absorption_Homo sapiens_hsa04975,1/41,0.1621003778502616,1.0,0,0,5.672149744753263,10.320700619813227,APOA1,KEGG_2016
Fatty acid degradation_Homo sapiens_hsa00071,1/44,0.17288540678205494,1.0,0,0,5.2854122621564485,9.276566028031755,ADH1C,KEGG_2016
Calcium signaling pathway_Homo sapiens_hsa04020,2/180,0.1813424391574096,1.0,0,0,2.5839793281653747,4.411803891766112,GNA14;CAMK2D,KEGG_2016
Hedgehog signaling pathway_Homo sapiens_hsa04340,1/50,0.19404551285483848,1.0,0,0,4.651162790697675,7.626337419019103,SHH,KEGG_2016
Amyotrophic lateral sclerosis (ALS)_Homo sapiens_hsa05014,1/51,0.19751979786874949,1.0,0,0,4.559963520291838,7.395879878210107,GRIA1,KEGG_2016
Mineral absorption_Homo sapiens_hsa04978,1/51,0.19751979786874949,1.0,0,0,4.559963520291838,7.395879878210107,STEAP2,KEGG_2016
Glutathione metabolism_Homo sapiens_hsa00480,1/52,0.2009792794673841,1.0,0,0,4.47227191413238,7.175999389373254,RRM2B,KEGG_2016
Basal cell carcinoma_Homo sapiens_hsa05217,1/55,0.2112695256357926,1.0,0,0,4.228329809725159,6.5734485749301585,SHH,KEGG_2016
Long-term depression_Homo sapiens_hsa04730,1/60,0.22812963437579506,1.0,0,0,3.875968992248062,5.7280668208517485,GRIA1,KEGG_2016
Regulation of actin cytoskeleton_Homo sapiens_hsa04810,2/214,0.2346819643074832,1.0,0,0,2.1734405564007817,3.1504543029919683,TIAM1;ITGA2,KEGG_2016
Retinol metabolism_Homo sapiens_hsa00830,1/65,0.2446334388349639,1.0,0,0,3.577817531305904,5.037546893864018,ADH1C,KEGG_2016
Glioma_Homo sapiens_hsa05214,1/65,0.2446334388349639,1.0,0,0,3.577817531305904,5.037546893864018,CAMK2D,KEGG_2016
Glycolysis / Gluconeogenesis_Homo sapiens_hsa00010,1/67,0.2511368678628957,1.0,0,0,3.4710170079833387,4.7961027357745865,ADH1C,KEGG_2016
PPAR signaling pathway_Homo sapiens_hsa03320,1/69,0.2575849502210434,1.0,0,0,3.3704078193461413,4.571640409550345,APOA1,KEGG_2016
Drug metabolism - cytochrome P450_Homo sapiens_hsa00982,1/69,0.2575849502210434,1.0,0,0,3.3704078193461413,4.571640409550345,ADH1C,KEGG_2016
Prolactin signaling pathway_Homo sapiens_hsa04917,1/72,0.2671543160230924,1.0,0,0,3.2299741602067185,4.263335997754067,ESR2,KEGG_2016
Metabolism of xenobiotics by cytochrome P450_Homo sapiens_hsa00980,1/73,0.27031693312159105,1.0,0,0,3.1857279388340234,4.167442440277247,ADH1C,KEGG_2016
Adherens junction_Homo sapiens_hsa04520,1/74,0.2734660599102547,1.0,0,0,3.1426775612822127,4.07472583347798,PVRL3,KEGG_2016
Arrhythmogenic right ventricular cardiomyopathy (ARVC)_Homo sapiens_hsa05412,1/74,0.2734660599102547,1.0,0,0,3.1426775612822127,4.07472583347798,ITGA2,KEGG_2016
Gastric acid secretion_Homo sapiens_hsa04971,1/74,0.2734660599102547,1.0,0,0,3.1426775612822127,4.07472583347798,CAMK2D,KEGG_2016
Complement and coagulation cascades_Homo sapiens_hsa04610,1/79,0.28901132054107104,1.0,0,0,2.943773918163085,3.654075420119205,PROS1,KEGG_2016
Aldosterone synthesis and secretion_Homo sapiens_hsa04925,1/81,0.2951369645576914,1.0,0,0,2.871088142405972,3.5036340618827624,CAMK2D,KEGG_2016
ECM-receptor interaction_Homo sapiens_hsa04512,1/82,0.2981801959831634,1.0,0,0,2.8360748723766314,3.4318130763399983,ITGA2,KEGG_2016
Chemical carcinogenesis_Homo sapiens_hsa05204,1/82,0.2981801959831634,1.0,0,0,2.8360748723766314,3.4318130763399983,ADH1C,KEGG_2016
Hypertrophic cardiomyopathy (HCM)_Homo sapiens_hsa05410,1/83,0.3012104404261321,1.0,0,0,2.8019052956010086,3.362135390551346,ITGA2,KEGG_2016
Insulin secretion_Homo sapiens_hsa04911,1/85,0.3072321872240103,1.0,0,0,2.7359781121751023,3.228868692414306,CAMK2D,KEGG_2016
Small cell lung cancer_Homo sapiens_hsa05222,1/86,0.3102237984570717,1.0,0,0,2.7041644131963225,3.165119825480636,ITGA2,KEGG_2016
ErbB signaling pathway_Homo sapiens_hsa04012,1/87,0.3132026404530268,1.0,0,0,2.6730820636193533,3.1031940238861435,CAMK2D,KEGG_2016
Hematopoietic cell lineage_Homo sapiens_hsa04640,1/88,0.3161687670465563,1.0,0,0,2.6427061310782243,3.043020969950516,ITGA2,KEGG_2016
Dilated cardiomyopathy_Homo sapiens_hsa05414,1/90,0.3220630883751708,1.0,0,0,2.5839793281653747,2.9276688010281116,ITGA2,KEGG_2016
Protein digestion and absorption_Homo sapiens_hsa04974,1/90,0.3220630883751708,1.0,0,0,2.5839793281653747,2.9276688010281116,COL13A1,KEGG_2016
GnRH signaling pathway_Homo sapiens_hsa04912,1/91,0.3249913897203027,1.0,0,0,2.5555839509327885,2.872365423387808,CAMK2D,KEGG_2016
Inflammatory mediator regulation of TRP channels_Homo sapiens_hsa04750,1/98,0.3451423773061049,1.0,0,0,2.3730422401518747,2.52443820417466,CAMK2D,KEGG_2016
Estrogen signaling pathway_Homo sapiens_hsa04915,1/99,0.3479721261088416,1.0,0,0,2.349072116513977,2.4797578102044078,ESR2,KEGG_2016
Melanogenesis_Homo sapiens_hsa04916,1/100,0.3507897886854045,1.0,0,0,2.3255813953488373,2.436204947809941,CAMK2D,KEGG_2016
Amoebiasis_Homo sapiens_hsa05146,1/100,0.3507897886854045,1.0,0,0,2.3255813953488373,2.436204947809941,GNA14,KEGG_2016
Retrograde endocannabinoid signaling_Homo sapiens_hsa04723,1/101,0.3535954159741652,1.0,0,0,2.302555836979047,2.393741451016919,GRIA1,KEGG_2016
Glucagon signaling pathway_Homo sapiens_hsa04922,1/101,0.3535954159741652,1.0,0,0,2.302555836979047,2.393741451016919,CAMK2D,KEGG_2016
HIF-1 signaling pathway_Homo sapiens_hsa04066,1/103,0.3591707678710129,1.0,0,0,2.257846014901784,2.311937970357063,CAMK2D,KEGG_2016
Chagas disease (American trypanosomiasis)_Homo sapiens_hsa05142,1/104,0.36194059341508905,1.0,0,0,2.23613595706619,2.2725294883977583,GNA14,KEGG_2016
Pyrimidine metabolism_Homo sapiens_hsa00240,1/105,0.364698585699192,1.0,0,0,2.2148394241417497,2.2340732207289933,RRM2B,KEGG_2016
Cholinergic synapse_Homo sapiens_hsa04725,1/111,0.381000823351529,1.0,0,0,2.0951183741881416,2.0216923168450363,CAMK2D,KEGG_2016
Neurotrophin signaling pathway_Homo sapiens_hsa04722,1/120,0.4046819575030732,1.0,0,0,1.937984496124031,1.7532050590954824,CAMK2D,KEGG_2016
Platelet activation_Homo sapiens_hsa04611,1/122,0.4098215751066792,1.0,0,0,1.9062142584826536,1.7004067797748332,ITGA2,KEGG_2016
Oocyte meiosis_Homo sapiens_hsa04114,1/123,0.4123749128496036,1.0,0,0,1.890716581584421,1.6748390258482586,CAMK2D,KEGG_2016
Axon guidance_Homo sapiens_hsa04360,1/127,0.42247953594920096,1.0,0,0,1.8311664530305805,1.5777591448107384,SEMA3A,KEGG_2016
FoxO signaling pathway_Homo sapiens_hsa04068,1/133,0.4373153048926517,1.0,0,0,1.7485574401119075,1.4462332970179383,HOMER1,KEGG_2016
Ribosome_Homo sapiens_hsa03010,1/137,0.4469958985068556,1.0,0,0,1.6975046681378374,1.3668407061798336,MRPS6,KEGG_2016
Ubiquitin mediated proteolysis_Homo sapiens_hsa04120,1/137,0.4469958985068556,1.0,0,0,1.6975046681378374,1.3668407061798336,WWP1,KEGG_2016
Wnt signaling pathway_Homo sapiens_hsa04310,1/142,0.458865434450604,1.0,0,0,1.6377333770062237,1.2757914887589763,CAMK2D,KEGG_2016
Cell adhesion molecules (CAMs)_Homo sapiens_hsa04514,1/142,0.458865434450604,1.0,0,0,1.6377333770062237,1.2757914887589763,PVRL3,KEGG_2016
Signaling pathways regulating pluripotency of stem cells_Homo sapiens_hsa04550,1/142,0.458865434450604,1.0,0,0,1.6377333770062237,1.2757914887589763,IL6ST,KEGG_2016
Adrenergic signaling in cardiomyocytes_Homo sapiens_hsa04261,1/148,0.4727768813863378,1.0,0,0,1.5713387806411063,1.1771397098095155,CAMK2D,KEGG_2016
Phagosome_Homo sapiens_hsa04145,1/154,0.4863347456024436,1.0,0,0,1.5101177891875568,1.0885806632737354,ITGA2,KEGG_2016
Jak-STAT signaling pathway_Homo sapiens_hsa04630,1/158,0.4951812830087536,1.0,0,0,1.4718869590815424,1.0344883060908885,IL6ST,KEGG_2016
Oxytocin signaling pathway_Homo sapiens_hsa04921,1/158,0.4951812830087536,1.0,0,0,1.4718869590815424,1.0344883060908885,CAMK2D,KEGG_2016
Pathways in cancer_Homo sapiens_hsa05200,2/397,0.5116141947395992,1.0,0,0,1.171577529142991,0.785173058268629,SHH;ITGA2,KEGG_2016
Protein processing in endoplasmic reticulum_Homo sapiens_hsa04141,1/169,0.5187402396645594,1.0,0,0,1.3760836658868858,0.9031952975350199,SVIP,KEGG_2016
Purine metabolism_Homo sapiens_hsa00230,1/176,0.5331630262661342,1.0,0,0,1.321353065539112,0.8310359885950007,RRM2B,KEGG_2016
Tuberculosis_Homo sapiens_hsa05152,1/178,0.5372047736600231,1.0,0,0,1.3065064018813692,0.8118316281484896,CAMK2D,KEGG_2016
Chemokine signaling pathway_Homo sapiens_hsa04062,1/187,0.5549687990648864,1.0,0,0,1.2436264146250466,0.7323011873113962,TIAM1,KEGG_2016
Focal adhesion_Homo sapiens_hsa04510,1/202,0.5830897443088353,1.0,0,0,1.1512779184895234,0.6210156218384102,ITGA2,KEGG_2016
Viral carcinogenesis_Homo sapiens_hsa05203,1/205,0.5884994497040088,1.0,0,0,1.1344299489506522,0.6014512618997626,IL6ST,KEGG_2016
Rap1 signaling pathway_Homo sapiens_hsa04015,1/211,0.5991115723242046,1.0,0,0,1.1021712774165109,0.5646505388488188,TIAM1,KEGG_2016
Ras signaling pathway_Homo sapiens_hsa04014,1/227,0.6261062027834797,1.0,0,0,1.0244851961889152,0.4797001016931967,TIAM1,KEGG_2016
Endocytosis_Homo sapiens_hsa04144,1/259,0.6748198337320725,1.0,0,0,0.8979078746520607,0.35315573020269475,WWP1,KEGG_2016
Cytokine-cytokine receptor interaction_Homo sapiens_hsa04060,1/265,0.6832285366396902,1.0,0,0,0.8775778850372971,0.3342921178533421,IL6ST,KEGG_2016
Neuroactive ligand-receptor interaction_Homo sapiens_hsa04080,1/277,0.6994064507917765,1.0,0,0,0.8395600705230459,0.3001622290931639,GRIA1,KEGG_2016
MicroRNAs in cancer_Homo sapiens_hsa05206,1/297,0.7245740752695183,1.0,0,0,0.7830240388379923,0.2522678561974221,CCNG1,KEGG_2016
PI3K-Akt signaling pathway_Homo sapiens_hsa04151,1/341,0.7728440632013469,1.0,0,0,0.6819886789879288,0.17573346525894007,ITGA2,KEGG_2016
Metabolic pathways_Homo sapiens_hsa01100,4/1239,0.7876629409679077,1.0,0,0,0.7507930251327964,0.17920304860971978,RRM2B;ADH1C;B3GALT1;IDS,KEGG_2016
Olfactory transduction_Homo sapiens_hsa04740,1/415,0.8358788817679575,1.0,0,0,0.5603810591202018,0.10046038367122376,CAMK2D,KEGG_2016
