Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Measles_Homo sapiens_hsa05162,1/136,0.3928602606176439,1.0,0,0,2.0145044319097503,1.8821541121891323,TACR1,KEGG_2016
Ribosome_Homo sapiens_hsa03010,1/137,0.3950914889513879,1.0,0,0,1.999800019998,1.8570901375898,RPS27L,KEGG_2016
Ubiquitin mediated proteolysis_Homo sapiens_hsa04120,1/137,0.3950914889513879,1.0,0,0,1.999800019998,1.8570901375898,DDB2,KEGG_2016
Parkinson's disease_Homo sapiens_hsa05012,1/142,0.4061268899537921,1.0,0,0,1.9293845263360991,1.7385483916223543,UQCRHL,KEGG_2016
Hepatitis B_Homo sapiens_hsa05161,1/146,0.4148120398489358,1.0,0,0,1.8765246762994927,1.6512099406559262,DDB2,KEGG_2016
Non-alcoholic fatty liver disease (NAFLD)_Homo sapiens_hsa04932,1/151,0.42549248048200894,1.0,0,0,1.81438809761408,1.5504091505353474,UQCRHL,KEGG_2016
Pathways in cancer_Homo sapiens_hsa05200,2/397,0.42677840017824775,1.0,0,0,1.3802146233739343,1.1752394597870297,CDKN2B;CDKN2A,KEGG_2016
Alzheimer's disease_Homo sapiens_hsa05010,1/168,0.4603878109720188,1.0,0,0,1.6307893020221786,1.2649805566702033,UQCRHL,KEGG_2016
Purine metabolism_Homo sapiens_hsa00230,1/176,0.4760774480481677,1.0,0,0,1.5566625155666252,1.1553155853087709,POLE4,KEGG_2016
Calcium signaling pathway_Homo sapiens_hsa04020,1/180,0.4837526669343855,1.0,0,0,1.5220700152207003,1.1052991196509665,TACR1,KEGG_2016
Herpes simplex infection_Homo sapiens_hsa05168,1/185,0.4931908940576456,1.0,0,0,1.4809329877823032,1.0468107676322025,C5,KEGG_2016
Huntington's disease_Homo sapiens_hsa05016,1/193,0.5079392356417577,1.0,0,0,1.4195471644545392,0.9615919560458728,UQCRHL,KEGG_2016
Cytokine-cytokine receptor interaction_Homo sapiens_hsa04060,1/265,0.6229893170478065,1.0,0,0,1.033858878263117,0.4892488063453314,EDA2R,KEGG_2016
Neuroactive ligand-receptor interaction_Homo sapiens_hsa04080,1/277,0.6393922447224987,1.0,0,0,0.9890707680134514,0.4423492126225,TACR1,KEGG_2016
Metabolic pathways_Homo sapiens_hsa01100,4/1239,0.6700806628758584,1.0,0,0,0.8844958926221986,0.35411428261118705,POLE4;MTAP;PIP5KL1;UQCRHL,KEGG_2016
