Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Viral carcinogenesis_Homo sapiens_hsa05203,2/205,0.35256218544682005,1.0,0,0,1.612578109252167,1.6811582498264008,CDKN2B;CCNE1,KEGG_2016
Adherens junction_Homo sapiens_hsa04520,1/74,0.3622972060159636,1.0,0,0,2.233638597274961,2.267791809041312,SSX2IP,KEGG_2016
Biosynthesis of amino acids_Homo sapiens_hsa01230,1/74,0.3622972060159636,1.0,0,0,2.233638597274961,2.267791809041312,PRPS2,KEGG_2016
ECM-receptor interaction_Homo sapiens_hsa04512,1/82,0.3926313183364849,1.0,0,0,2.0157226365652092,1.8844673023689829,LAMA3,KEGG_2016
Taste transduction_Homo sapiens_hsa04742,1/83,0.3963210198739823,1.0,0,0,1.9914368216668328,1.8431359949906048,SCNN1B,KEGG_2016
Hematopoietic cell lineage_Homo sapiens_hsa04640,1/88,0.4144387152215139,1.0,0,0,1.8782870022539444,1.6544518550682656,CD1A,KEGG_2016
Prostate cancer_Homo sapiens_hsa05215,1/89,0.4179970106587417,1.0,0,0,1.8571826539140124,1.619985138856094,CCNE1,KEGG_2016
Pathways in cancer_Homo sapiens_hsa05200,3/397,0.4321288889432824,1.0,0,0,1.2490372004912882,1.0479814075000922,CDKN2B;CCNE1;LAMA3,KEGG_2016
Glycerophospholipid metabolism_Homo sapiens_hsa00564,1/95,0.43890089349054695,1.0,0,0,1.739886907351022,1.432764935259352,MBOAT1,KEGG_2016
Amoebiasis_Homo sapiens_hsa05146,1/100,0.4557507025779253,1.0,0,0,1.6528925619834711,1.2988583865096208,LAMA3,KEGG_2016
Pyrimidine metabolism_Homo sapiens_hsa00240,1/105,0.4720985673923719,1.0,0,0,1.5741833923652109,1.1815308712746817,POLA1,KEGG_2016
Carbon metabolism_Homo sapiens_hsa01200,1/113,0.4972479636644376,1.0,0,0,1.4627367805163458,1.0219651231640992,PRPS2,KEGG_2016
Toxoplasmosis_Homo sapiens_hsa05145,1/118,0.512359105327837,1.0,0,0,1.4007564084605688,0.9367271637477416,LAMA3,KEGG_2016
Thyroid hormone signaling pathway_Homo sapiens_hsa04919,1/118,0.512359105327837,1.0,0,0,1.4007564084605688,0.9367271637477416,MED14,KEGG_2016
Oocyte meiosis_Homo sapiens_hsa04114,1/123,0.5270196937230341,1.0,0,0,1.3438150910434723,0.8607368966546708,CCNE1,KEGG_2016
FoxO signaling pathway_Homo sapiens_hsa04068,1/133,0.5550421200772828,1.0,0,0,1.2427763623935872,0.7316364581920298,CDKN2B,KEGG_2016
Measles_Homo sapiens_hsa05162,1/136,0.5631231368018887,1.0,0,0,1.215362177929023,0.6979301887468395,CCNE1,KEGG_2016
Tight junction_Homo sapiens_hsa04530,1/139,0.5710585822083618,1.0,0,0,1.1891313395564542,0.6662268610229211,PARD6B,KEGG_2016
Hepatitis B_Homo sapiens_hsa05161,1/146,0.5890230342758881,1.0,0,0,1.1321181931393638,0.5992188256151639,CCNE1,KEGG_2016
Hippo signaling pathway_Homo sapiens_hsa04390,1/153,0.6062410747140407,1.0,0,0,1.0803219359369092,0.5406768853886303,PARD6B,KEGG_2016
RNA transport_Homo sapiens_hsa03013,1/172,0.6494526857000843,1.0,0,0,0.9609840476648088,0.4147850209417381,FMR1,KEGG_2016
Chemokine signaling pathway_Homo sapiens_hsa04062,1/187,0.6802159689696272,1.0,0,0,0.883899765766562,0.3406062931990267,CCL28,KEGG_2016
Focal adhesion_Homo sapiens_hsa04510,1/202,0.7082998725628178,1.0,0,0,0.8182636445462729,0.2822090877525237,LAMA3,KEGG_2016
Rap1 signaling pathway_Homo sapiens_hsa04015,1/211,0.723961300260586,1.0,0,0,0.7833614037836356,0.2530393174601971,PARD6B,KEGG_2016
HTLV-I infection_Homo sapiens_hsa05166,1/258,0.7931606869276722,1.0,0,0,0.6406560317765392,0.14845886744023726,CDKN2B,KEGG_2016
Endocytosis_Homo sapiens_hsa04144,1/259,0.7944284088806065,1.0,0,0,0.6381824563642746,0.14686646380537058,PARD6B,KEGG_2016
Cytokine-cytokine receptor interaction_Homo sapiens_hsa04060,1/265,0.8018745278703582,1.0,0,0,0.6237330422579136,0.1377222095085007,CCL28,KEGG_2016
MicroRNAs in cancer_Homo sapiens_hsa05206,1/297,0.8372942224843754,1.0,0,0,0.5565294821493169,0.09882836629071927,CCNE1,KEGG_2016
