Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
GnRH signaling pathway_Homo sapiens_hsa04912,1/91,0.2602743508396837,1.0,0,0,3.3300033300033305,4.482247781408104,PLA2G4B,KEGG_2016
Fc gamma R-mediated phagocytosis_Homo sapiens_hsa04666,1/93,0.2651708416719468,1.0,0,0,3.258390355164549,4.325125367096316,PLA2G4B,KEGG_2016
Glycerophospholipid metabolism_Homo sapiens_hsa00564,1/95,0.27003540884715144,1.0,0,0,3.1897926634768736,4.176083523776812,PLA2G4B,KEGG_2016
Inflammatory mediator regulation of TRP channels_Homo sapiens_hsa04750,1/98,0.2772728507525331,1.0,0,0,3.092145949288806,3.966460225238543,PLA2G4B,KEGG_2016
Choline metabolism in cancer_Homo sapiens_hsa05231,1/101,0.2844396114654024,1.0,0,0,3.0003000300030003,3.7720801378069018,PLA2G4B,KEGG_2016
Cholinergic synapse_Homo sapiens_hsa04725,1/111,0.3078270184372737,1.0,0,0,2.73000273000273,3.216536397027864,KCNQ5,KEGG_2016
Serotonergic synapse_Homo sapiens_hsa04726,1/112,0.31012393354662904,1.0,0,0,2.7056277056277054,3.16770366818626,PLA2G4B,KEGG_2016
Glutamatergic synapse_Homo sapiens_hsa04724,1/114,0.314695266907252,1.0,0,0,2.658160552897395,3.073233692291243,PLA2G4B,KEGG_2016
Vascular smooth muscle contraction_Homo sapiens_hsa04270,1/120,0.3282310216976141,1.0,0,0,2.525252525252525,2.8132262224271294,PLA2G4B,KEGG_2016
Platelet activation_Homo sapiens_hsa04611,1/122,0.3326841599877838,1.0,0,0,2.483854942871337,2.7336356373266617,PLA2G4B,KEGG_2016
Insulin signaling pathway_Homo sapiens_hsa04910,1/139,0.36938059096977305,1.0,0,0,2.180074122520166,2.1711963257884044,SORBS1,KEGG_2016
Phospholipase D signaling pathway_Homo sapiens_hsa04072,1/144,0.3797902486551503,1.0,0,0,2.104377104377104,2.037323560354595,PLA2G4B,KEGG_2016
Olfactory transduction_Homo sapiens_hsa04740,2/415,0.3991399164682817,1.0,0,0,1.460387002555677,1.3412825932406949,OR4X2;OR4M1,KEGG_2016
Oxytocin signaling pathway_Homo sapiens_hsa04921,1/158,0.4080453899190131,1.0,0,0,1.9179133103183736,1.7191731127047811,PLA2G4B,KEGG_2016
cGMP-PKG signaling pathway_Homo sapiens_hsa04022,1/167,0.4255359247868522,1.0,0,0,1.8145527127563057,1.5503645526245031,ADRA2A,KEGG_2016
Ras signaling pathway_Homo sapiens_hsa04014,1/227,0.5298088815207171,1.0,0,0,1.3349352556401015,0.8480028545887294,PLA2G4B,KEGG_2016
MAPK signaling pathway_Homo sapiens_hsa04010,1/255,0.5718565475131897,1.0,0,0,1.1883541295306002,0.6641320381658149,PLA2G4B,KEGG_2016
Endocytosis_Homo sapiens_hsa04144,1/259,0.5775528041005547,1.0,0,0,1.1700011700011699,0.642278466238702,GBF1,KEGG_2016
Neuroactive ligand-receptor interaction_Homo sapiens_hsa04080,1/277,0.6022759260854618,1.0,0,0,1.0939722131057872,0.5546872220806813,ADRA2A,KEGG_2016
Metabolic pathways_Homo sapiens_hsa01100,1/1239,0.9854153581180624,1.0,0,0,0.24457651576295644,0.0035933287658430272,PLA2G4B,KEGG_2016
