Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Aldosterone-regulated sodium reabsorption_Homo sapiens_hsa04960,1/39,0.15648845003937584,1.0,0,0,5.8944886531093434,10.932938835194435,FXYD4,KEGG_2016
Porphyrin and chlorophyll metabolism_Homo sapiens_hsa00860,1/42,0.1674703132946295,1.0,0,0,5.473453749315818,9.780783675351623,CPOX,KEGG_2016
Sphingolipid metabolism_Homo sapiens_hsa00600,1/47,0.18546019010768766,1.0,0,0,4.8911714355588165,8.241208258988793,CERS2,KEGG_2016
Endocrine and other factor-regulated calcium reabsorption_Homo sapiens_hsa04961,1/47,0.18546019010768766,1.0,0,0,4.8911714355588165,8.241208258988793,TRPV5,KEGG_2016
Hedgehog signaling pathway_Homo sapiens_hsa04340,1/50,0.19606909758966404,1.0,0,0,4.597701149425288,7.490979968533419,LRP2,KEGG_2016
Ovarian steroidogenesis_Homo sapiens_hsa04913,1/50,0.19606909758966404,1.0,0,0,4.597701149425288,7.490979968533419,PLA2G4C,KEGG_2016
Vibrio cholerae infection_Homo sapiens_hsa05110,1/51,0.19957495663694866,1.0,0,0,4.5075501464953796,7.264211813059584,SLC12A2,KEGG_2016
Legionellosis_Homo sapiens_hsa05134,1/55,0.21344789833274336,1.0,0,0,4.179728317659352,6.455015724168341,HSPA2,KEGG_2016
Long-term depression_Homo sapiens_hsa04730,1/60,0.2304552422279682,1.0,0,0,3.831417624521073,5.623366330595314,PLA2G4C,KEGG_2016
VEGF signaling pathway_Homo sapiens_hsa04370,1/61,0.2338128298289642,1.0,0,0,3.7686074995289247,5.476669893419809,PLA2G4C,KEGG_2016
Arachidonic acid metabolism_Homo sapiens_hsa00590,1/62,0.2371559356265492,1.0,0,0,3.7078235076010384,5.335696692529266,PLA2G4C,KEGG_2016
Longevity regulating pathway - multiple species_Homo sapiens_hsa04213,1/64,0.24379894854690706,1.0,0,0,3.5919540229885065,5.069724765493211,HSPA2,KEGG_2016
Shigellosis_Homo sapiens_hsa05131,1/65,0.24709897839849174,1.0,0,0,3.536693191865606,4.944177896943528,ELMO1,KEGG_2016
Fc epsilon RI signaling pathway_Homo sapiens_hsa04664,1/68,0.2569138921216141,1.0,0,0,3.380662609871535,4.594368831437447,PLA2G4C,KEGG_2016
Ras signaling pathway_Homo sapiens_hsa04014,2/227,0.2595733519078483,1.0,0,0,2.0254190085573955,2.7317149222891994,PLA2G4C;RAPGEF5,KEGG_2016
Thyroid hormone synthesis_Homo sapiens_hsa04918,1/71,0.2666023089609719,1.0,0,0,3.2378177108628785,4.280385981888284,LRP2,KEGG_2016
B cell receptor signaling pathway_Homo sapiens_hsa04662,1/73,0.2729917741243003,1.0,0,0,3.1491103763186903,4.088532878803202,CD22,KEGG_2016
Antigen processing and presentation_Homo sapiens_hsa04612,1/77,0.2856060780109621,1.0,0,0,2.9855202268995376,3.741280093124852,HSPA2,KEGG_2016
Bacterial invasion of epithelial cells_Homo sapiens_hsa05100,1/78,0.28872569731262004,1.0,0,0,2.9472443265546717,3.6612973352175597,ELMO1,KEGG_2016
MAPK signaling pathway_Homo sapiens_hsa04010,2/255,0.3046852648509583,1.0,0,0,1.8030200585981517,2.1428459836658216,PLA2G4C;HSPA2,KEGG_2016
Hematopoietic cell lineage_Homo sapiens_hsa04640,1/88,0.3191906135518021,1.0,0,0,2.6123301985370952,2.983194409626141,CD22,KEGG_2016
GnRH signaling pathway_Homo sapiens_hsa04912,1/91,0.32807593746577585,1.0,0,0,2.526209422761147,2.8154861203230763,PLA2G4C,KEGG_2016
Glycerophospholipid metabolism_Homo sapiens_hsa00564,1/95,0.33974494805964595,1.0,0,0,2.419842710223836,2.612365627690389,PLA2G4C,KEGG_2016
Pancreatic secretion_Homo sapiens_hsa04972,1/96,0.34263076034933154,1.0,0,0,2.3946360153256707,2.5648992147946195,SLC12A2,KEGG_2016
Inflammatory mediator regulation of TRP channels_Homo sapiens_hsa04750,1/98,0.3483650316799589,1.0,0,0,2.345765892563922,2.4736204723280037,PLA2G4C,KEGG_2016
Estrogen signaling pathway_Homo sapiens_hsa04915,1/99,0.35121359696130666,1.0,0,0,2.322071287588529,2.4297241431541843,HSPA2,KEGG_2016
Choline metabolism in cancer_Homo sapiens_hsa05231,1/101,0.3568738508448901,1.0,0,0,2.27608967793331,2.345221164507548,PLA2G4C,KEGG_2016
HIF-1 signaling pathway_Homo sapiens_hsa04066,1/103,0.3624852851553509,1.0,0,0,2.231893761856936,2.264861953322635,TF,KEGG_2016
Serotonergic synapse_Homo sapiens_hsa04726,1/112,0.387143675528799,1.0,0,0,2.052545155993432,1.947782020225597,PLA2G4C,KEGG_2016
Glutamatergic synapse_Homo sapiens_hsa04724,1/114,0.39249394876235777,1.0,0,0,2.0165355918531964,1.8859329684301012,PLA2G4C,KEGG_2016
Toxoplasmosis_Homo sapiens_hsa05145,1/118,0.4030563609722842,1.0,0,0,1.948178453146308,1.7702686017627236,HSPA2,KEGG_2016
Leukocyte transendothelial migration_Homo sapiens_hsa04670,1/118,0.4030563609722842,1.0,0,0,1.948178453146308,1.7702686017627236,CLDN11,KEGG_2016
Platelet activation_Homo sapiens_hsa04611,1/122,0.4134372037860677,1.0,0,0,1.8843037497644624,1.6643106107766508,PLA2G4C,KEGG_2016
Axon guidance_Homo sapiens_hsa04360,1/127,0.4261626210011654,1.0,0,0,1.8101185627658611,1.5439121479181346,SEMA3B,KEGG_2016
Hepatitis C_Homo sapiens_hsa05160,1/133,0.44107330992725546,1.0,0,0,1.728459078731311,1.414820122181656,CLDN11,KEGG_2016
Oxidative phosphorylation_Homo sapiens_hsa00190,1/133,0.44107330992725546,1.0,0,0,1.728459078731311,1.414820122181656,LHPP,KEGG_2016
Spliceosome_Homo sapiens_hsa03040,1/134,0.4435209126738008,1.0,0,0,1.71556013038257,1.3947680985186182,HSPA2,KEGG_2016
Measles_Homo sapiens_hsa05162,1/136,0.448384376354627,1.0,0,0,1.6903313049357676,1.3558222303747118,HSPA2,KEGG_2016
Metabolic pathways_Homo sapiens_hsa01100,6/1239,0.4543381012110089,1.0,0,0,1.1132448303693192,0.8782540333200696,GALNT6;FOLH1;PLA2G4C;CPOX;CNDP1;CERS2,KEGG_2016
Tight junction_Homo sapiens_hsa04530,1/139,0.4556008947764411,1.0,0,0,1.653849334325643,1.3001539460170948,CLDN11,KEGG_2016
Phospholipase D signaling pathway_Homo sapiens_hsa04072,1/144,0.4674215946571725,1.0,0,0,1.5964240102171137,1.2141182252265112,PLA2G4C,KEGG_2016
Oxytocin signaling pathway_Homo sapiens_hsa04921,1/158,0.4991865642563288,1.0,0,0,1.4549687181725597,1.0108764394583816,PLA2G4C,KEGG_2016
Protein processing in endoplasmic reticulum_Homo sapiens_hsa04141,1/169,0.5228244365720932,1.0,0,0,1.3602666122560023,0.8821458975756683,HSPA2,KEGG_2016
Influenza A_Homo sapiens_hsa05164,1/175,0.5352494168960196,1.0,0,0,1.3136288998357966,0.8210475414356029,HSPA2,KEGG_2016
Transcriptional misregulation in cancer_Homo sapiens_hsa05202,1/180,0.5453588453975674,1.0,0,0,1.277139208173691,0.7743438940842216,SLC45A3,KEGG_2016
Chemokine signaling pathway_Homo sapiens_hsa04062,1/187,0.5591477989919119,1.0,0,0,1.2293318581351036,0.7146615549352566,ELMO1,KEGG_2016
Epstein-Barr virus infection_Homo sapiens_hsa05169,1/202,0.5873187097388747,1.0,0,0,1.138044838966655,0.6056534195425561,HSPA2,KEGG_2016
Viral carcinogenesis_Homo sapiens_hsa05203,1/205,0.5927355325745061,1.0,0,0,1.12139052425007,0.5864950508907405,HPN,KEGG_2016
Rap1 signaling pathway_Homo sapiens_hsa04015,1/211,0.6033591966278292,1.0,0,0,1.0895026420439071,0.5504631224821159,RAPGEF5,KEGG_2016
Endocytosis_Homo sapiens_hsa04144,1/259,0.6790490849361277,1.0,0,0,0.8875870944836463,0.3435511152511962,HSPA2,KEGG_2016
Neuroactive ligand-receptor interaction_Homo sapiens_hsa04080,1/277,0.7035876310277404,1.0,0,0,0.8299099547699076,0.29176550547699603,S1PR5,KEGG_2016
MicroRNAs in cancer_Homo sapiens_hsa05206,1/297,0.7286817920214941,1.0,0,0,0.7740237625295097,0.24499256283266985,SLC45A3,KEGG_2016
Olfactory transduction_Homo sapiens_hsa04740,1/415,0.8392990669091147,1.0,0,0,0.553939897521119,0.09704372227830667,OR9A2,KEGG_2016
