Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Protein processing in endoplasmic reticulum_Homo sapiens_hsa04141,3/169,0.4797249629385267,1.0,0,0,1.160227404571296,0.8522361447754936,MAPK8;CRYAB;SEC31B,KEGG_2016
Basal transcription factors_Homo sapiens_hsa03022,1/45,0.500721023354242,1.0,0,0,1.4524328249818448,1.0046567503301642,MNAT1,KEGG_2016
Transcriptional misregulation in cancer_Homo sapiens_hsa05202,3/180,0.5217254694136594,1.0,0,0,1.0893246187363834,0.7087295752807908,ZEB1;SIX4;JMJD1C,KEGG_2016
Calcium signaling pathway_Homo sapiens_hsa04020,3/180,0.5217254694136594,1.0,0,0,1.0893246187363834,0.7087295752807908,PTGER3;CACNA1A;PLCB1,KEGG_2016
Hedgehog signaling pathway_Homo sapiens_hsa04340,1/50,0.5378493420766995,1.0,0,0,1.30718954248366,0.8106886161459971,BMP2,KEGG_2016
Thyroid hormone signaling pathway_Homo sapiens_hsa04919,2/118,0.5413098361153507,1.0,0,0,1.1077877478675089,0.6799196344982321,NCOA2;PLCB1,KEGG_2016
MAPK signaling pathway_Homo sapiens_hsa04010,4/255,0.5495901625906462,1.0,0,0,1.0252466999871843,0.6136946686665411,FGF17;MAPK8;CACNA1A;FGF13,KEGG_2016
Vascular smooth muscle contraction_Homo sapiens_hsa04270,2/120,0.5504035631854186,1.0,0,0,1.0893246187363834,0.6504395627159489,CALCRL;PLCB1,KEGG_2016
Neurotrophin signaling pathway_Homo sapiens_hsa04722,2/120,0.5504035631854186,1.0,0,0,1.0893246187363834,0.6504395627159489,MAPK8;TP73,KEGG_2016
Autoimmune thyroid disease_Homo sapiens_hsa05320,1/53,0.5587916846112121,1.0,0,0,1.2331976815883583,0.7176945770206192,TSHR,KEGG_2016
Pathways in cancer_Homo sapiens_hsa05200,6/397,0.5691589746955455,1.0,0,0,0.9878006618264434,0.5567199987561211,FGF17;BMP2;MAPK8;PTGER3;PLCB1;FGF13,KEGG_2016
Basal cell carcinoma_Homo sapiens_hsa05217,1/55,0.5722249962282396,1.0,0,0,1.1883541295306002,0.6633666249492797,BMP2,KEGG_2016
NOD-like receptor signaling pathway_Homo sapiens_hsa04621,1/57,0.5852506029964848,1.0,0,0,1.1466574934067193,0.6142817822368245,MAPK8,KEGG_2016
Steroid hormone biosynthesis_Homo sapiens_hsa00140,1/58,0.5916143862861213,1.0,0,0,1.1268875366238449,0.5915035281173849,CYP21A2,KEGG_2016
mTOR signaling pathway_Homo sapiens_hsa04150,1/60,0.6040514465582344,1.0,0,0,1.0893246187363834,0.5491240830650431,RICTOR,KEGG_2016
Olfactory transduction_Homo sapiens_hsa04740,6/415,0.6123909324401595,1.0,0,0,0.9449562957713208,0.4633918468272734,OR4K5;OR1F1;OR4K2;OR4K1;OR4N2;OR10Q1,KEGG_2016
Colorectal cancer_Homo sapiens_hsa05210,1/62,0.6161109445786044,1.0,0,0,1.0541851149061776,0.5105716074532463,MAPK8,KEGG_2016
Renin secretion_Homo sapiens_hsa04924,1/64,0.6278043058760632,1.0,0,0,1.0212418300653596,0.4754154165879971,PLCB1,KEGG_2016
Longevity regulating pathway - multiple species_Homo sapiens_hsa04213,1/64,0.6278043058760632,1.0,0,0,1.0212418300653596,0.4754154165879971,CRYAB,KEGG_2016
Rap1 signaling pathway_Homo sapiens_hsa04015,3/211,0.629263402550498,1.0,0,0,0.929281665272744,0.43044823524543546,FGF17;PLCB1;FGF13,KEGG_2016
Shigellosis_Homo sapiens_hsa05131,1/65,0.6335171610773447,1.0,0,0,1.0055304172951234,0.458992649852896,MAPK8,KEGG_2016
Long-term potentiation_Homo sapiens_hsa04720,1/66,0.6391426112184295,1.0,0,0,0.9902951079421668,0.4432834925328655,PLCB1,KEGG_2016
Pancreatic cancer_Homo sapiens_hsa05212,1/66,0.6391426112184295,1.0,0,0,0.9902951079421668,0.4432834925328655,MAPK8,KEGG_2016
Wnt signaling pathway_Homo sapiens_hsa04310,2/142,0.6419626098868559,1.0,0,0,0.9205560158335636,0.40801363991514294,MAPK8;PLCB1,KEGG_2016
Amphetamine addiction_Homo sapiens_hsa05031,1/67,0.6446819889964293,1.0,0,0,0.97551458394303,0.4282490723698372,GRIA4,KEGG_2016
Phospholipase D signaling pathway_Homo sapiens_hsa04072,2/144,0.6495158433199992,1.0,0,0,0.9077705156136529,0.3917284405107157,DNM3;PLCB1,KEGG_2016
Epithelial cell signaling in Helicobacter pylori infection_Homo sapiens_hsa05120,1/68,0.6501366072439619,1.0,0,0,0.9611687812379854,0.41385310763486294,MAPK8,KEGG_2016
Fc epsilon RI signaling pathway_Homo sapiens_hsa04664,1/68,0.6501366072439619,1.0,0,0,0.9611687812379854,0.41385310763486294,MAPK8,KEGG_2016
p53 signaling pathway_Homo sapiens_hsa04115,1/69,0.6555077586395669,1.0,0,0,0.947238798901203,0.4000617027872143,TP73,KEGG_2016
Adipocytokine signaling pathway_Homo sapiens_hsa04920,1/70,0.6607967163027648,1.0,0,0,0.9337068160597572,0.38684316159028254,MAPK8,KEGG_2016
RIG-I-like receptor signaling pathway_Homo sapiens_hsa04622,1/70,0.6607967163027648,1.0,0,0,0.9337068160597572,0.38684316159028254,MAPK8,KEGG_2016
Adrenergic signaling in cardiomyocytes_Homo sapiens_hsa04261,2/148,0.6642428502701004,1.0,0,0,0.8832361773538245,0.36133850734242057,PPP2R5A;PLCB1,KEGG_2016
Inositol phosphate metabolism_Homo sapiens_hsa00562,1/71,0.6660047340359975,1.0,0,0,0.9205560158335636,0.3741678176423202,PLCB1,KEGG_2016
Prolactin signaling pathway_Homo sapiens_hsa04917,1/72,0.6711330464222699,1.0,0,0,0.9077705156136529,0.3620078802263478,MAPK8,KEGG_2016
Ras signaling pathway_Homo sapiens_hsa04014,3/227,0.6778378926239892,1.0,0,0,0.8637816360024186,0.3358789980605021,FGF17;MAPK8;FGF13,KEGG_2016
Gastric acid secretion_Homo sapiens_hsa04971,1/74,0.6811554001832428,1.0,0,0,0.8832361773538245,0.3391316063975096,PLCB1,KEGG_2016
Biosynthesis of amino acids_Homo sapiens_hsa01230,1/74,0.6811554001832428,1.0,0,0,0.8832361773538245,0.3391316063975096,CPS1,KEGG_2016
Pertussis_Homo sapiens_hsa05133,1/75,0.6860518182499471,1.0,0,0,0.8714596949891068,0.3283678582148233,MAPK8,KEGG_2016
Bacterial invasion of epithelial cells_Homo sapiens_hsa05100,1/78,0.7002959202095016,1.0,0,0,0.8379420144126026,0.2985187616164024,DNM3,KEGG_2016
Taste transduction_Homo sapiens_hsa04742,1/83,0.7226188115521077,1.0,0,0,0.7874635798094339,0.2558259921728761,CACNA1A,KEGG_2016
Insulin secretion_Homo sapiens_hsa04911,1/85,0.7310767395393296,1.0,0,0,0.7689350249903883,0.24085878192409094,PLCB1,KEGG_2016
Salmonella infection_Homo sapiens_hsa05132,1/86,0.7352088044460812,1.0,0,0,0.7599939200486396,0.23377468645145305,MAPK8,KEGG_2016
ErbB signaling pathway_Homo sapiens_hsa04012,1/87,0.7392775831266414,1.0,0,0,0.75125835774923,0.22694148346002835,MAPK8,KEGG_2016
Gap junction_Homo sapiens_hsa04540,1/88,0.7432840416947567,1.0,0,0,0.7427213309566252,0.22034834894251235,PLCB1,KEGG_2016
GABAergic synapse_Homo sapiens_hsa04727,1/88,0.7432840416947567,1.0,0,0,0.7427213309566252,0.22034834894251235,CACNA1A,KEGG_2016
Salivary secretion_Homo sapiens_hsa04970,1/89,0.7472291316961186,1.0,0,0,0.7343761474627304,0.21398502240692133,PLCB1,KEGG_2016
Purine metabolism_Homo sapiens_hsa00230,2/176,0.7537596093418629,1.0,0,0,0.7427213309566252,0.20995378959428854,ADK;PDE8B,KEGG_2016
Pancreatic secretion_Homo sapiens_hsa04972,1/96,0.77320337590487,1.0,0,0,0.6808278867102396,0.17511789590855148,PLCB1,KEGG_2016
Phosphatidylinositol signaling system_Homo sapiens_hsa04070,1/98,0.7801233465428412,1.0,0,0,0.6669334400426837,0.1656017308305899,PLCB1,KEGG_2016
Progesterone-mediated oocyte maturation_Homo sapiens_hsa04914,1/98,0.7801233465428412,1.0,0,0,0.6669334400426837,0.1656017308305899,MAPK8,KEGG_2016
Estrogen signaling pathway_Homo sapiens_hsa04915,1/99,0.7835040008232723,1.0,0,0,0.6601967386281112,0.16107421327760688,PLCB1,KEGG_2016
Amoebiasis_Homo sapiens_hsa05146,1/100,0.7868328435807778,1.0,0,0,0.6535947712418301,0.156692451045121,PLCB1,KEGG_2016
Melanogenesis_Homo sapiens_hsa04916,1/100,0.7868328435807778,1.0,0,0,0.6535947712418301,0.156692451045121,PLCB1,KEGG_2016
Glucagon signaling pathway_Homo sapiens_hsa04922,1/101,0.7901106662570276,1.0,0,0,0.6471235358830001,0.1524508247345135,PLCB1,KEGG_2016
Choline metabolism in cancer_Homo sapiens_hsa05231,1/101,0.7901106662570276,1.0,0,0,0.6471235358830001,0.1524508247345135,MAPK8,KEGG_2016
Toll-like receptor signaling pathway_Homo sapiens_hsa04620,1/106,0.8057613476036589,1.0,0,0,0.6165988407941793,0.13316541811861313,MAPK8,KEGG_2016
Insulin resistance_Homo sapiens_hsa04931,1/109,0.8145876108330335,1.0,0,0,0.5996282304970919,0.1229677356717821,MAPK8,KEGG_2016
TNF signaling pathway_Homo sapiens_hsa04668,1/110,0.8174399407077351,1.0,0,0,0.5941770647653001,0.11977293281862145,MAPK8,KEGG_2016
Carbon metabolism_Homo sapiens_hsa01200,1/113,0.8257371620027006,1.0,0,0,0.5784024524263983,0.11075178547471692,CPS1,KEGG_2016
Toxoplasmosis_Homo sapiens_hsa05145,1/118,0.8387388794608862,1.0,0,0,0.5538938739337543,0.09740547759556964,MAPK8,KEGG_2016
Regulation of actin cytoskeleton_Homo sapiens_hsa04810,2/214,0.8419004134623437,1.0,0,0,0.6108362348054487,0.1051209733873307,FGF17;FGF13,KEGG_2016
Platelet activation_Homo sapiens_hsa04611,1/122,0.8484403948597593,1.0,0,0,0.5357334190506804,0.0880507041873994,PLCB1,KEGG_2016
Oocyte meiosis_Homo sapiens_hsa04114,1/123,0.8507734622421572,1.0,0,0,0.5313778627982361,0.0858756510321282,PPP2R5A,KEGG_2016
AMPK signaling pathway_Homo sapiens_hsa04152,1/124,0.8530707300723864,1.0,0,0,0.5270925574530888,0.08376176245739844,PPP2R5A,KEGG_2016
Axon guidance_Homo sapiens_hsa04360,1/127,0.8597531700902352,1.0,0,0,0.5146415521589214,0.0777674553307888,EPHB1,KEGG_2016
Osteoclast differentiation_Homo sapiens_hsa04380,1/132,0.8702240731955708,1.0,0,0,0.4951475539710834,0.0688277604961365,MAPK8,KEGG_2016
FoxO signaling pathway_Homo sapiens_hsa04068,1/133,0.8722228092215912,1.0,0,0,0.4914246400314512,0.06718284561856683,MAPK8,KEGG_2016
Hepatitis C_Homo sapiens_hsa05160,1/133,0.8722228092215912,1.0,0,0,0.4914246400314512,0.06718284561856683,MAPK8,KEGG_2016
Measles_Homo sapiens_hsa05162,1/136,0.8780367790928773,1.0,0,0,0.4805843906189927,0.06250807218230657,TP73,KEGG_2016
Insulin signaling pathway_Homo sapiens_hsa04910,1/139,0.8835870288900939,1.0,0,0,0.4702120656416044,0.05819602547968185,MAPK8,KEGG_2016
Apoptosis_Homo sapiens_hsa04210,1/140,0.8853805844729172,1.0,0,0,0.4668534080298786,0.056833654277314676,MAPK8,KEGG_2016
Cell adhesion molecules (CAMs)_Homo sapiens_hsa04514,1/142,0.8888854834857055,1.0,0,0,0.4602780079167818,0.054214704382906834,CNTN1,KEGG_2016
Hepatitis B_Homo sapiens_hsa05161,1/146,0.8955780155586747,1.0,0,0,0.4476676515355,0.04937144852906087,MAPK8,KEGG_2016
PI3K-Akt signaling pathway_Homo sapiens_hsa04151,3/341,0.8963307010611884,1.0,0,0,0.5750100626760969,0.06293246397383757,FGF17;PPP2R5A;FGF13,KEGG_2016
Non-alcoholic fatty liver disease (NAFLD)_Homo sapiens_hsa04932,1/151,0.9033814052458684,1.0,0,0,0.4328442193654504,0.04398149117131588,MAPK8,KEGG_2016
Oxytocin signaling pathway_Homo sapiens_hsa04921,1/158,0.9133391949912252,1.0,0,0,0.4136675767353355,0.037498117984248035,PLCB1,KEGG_2016
Cytokine-cytokine receptor interaction_Homo sapiens_hsa04060,2/265,0.9153893580781292,1.0,0,0,0.4932790726353435,0.04360871933097562,BMP2;BMPR1A,KEGG_2016
cGMP-PKG signaling pathway_Homo sapiens_hsa04022,1/167,0.9246533976098248,1.0,0,0,0.391374114516066,0.030658806690914437,PLCB1,KEGG_2016
Alzheimer's disease_Homo sapiens_hsa05010,1/168,0.9258158765788675,1.0,0,0,0.3890445066915655,0.02998751225278704,PLCB1,KEGG_2016
RNA transport_Homo sapiens_hsa03013,1/172,0.9302897316337516,1.0,0,0,0.3799969600243198,0.02745827707935253,PABPC5,KEGG_2016
Influenza A_Homo sapiens_hsa05164,1/175,0.9334677015859912,1.0,0,0,0.3734827264239029,0.02571388080824234,MAPK8,KEGG_2016
Tuberculosis_Homo sapiens_hsa05152,1/178,0.9365012401875522,1.0,0,0,0.3671880737313652,0.02408916531526172,MAPK8,KEGG_2016
Herpes simplex infection_Homo sapiens_hsa05168,1/185,0.9430540248649268,1.0,0,0,0.3532944709415298,0.0207142581066648,MAPK8,KEGG_2016
MicroRNAs in cancer_Homo sapiens_hsa05206,2/297,0.9436303288102854,1.0,0,0,0.44013115908540745,0.025536757716084327,ZEB1;MMP16,KEGG_2016
Chemokine signaling pathway_Homo sapiens_hsa04062,1/187,0.9447992391412574,1.0,0,0,0.3495159204501765,0.019846499392286783,PLCB1,KEGG_2016
Huntington's disease_Homo sapiens_hsa05016,1/193,0.9497214185985368,1.0,0,0,0.33865014053980835,0.01746980289625255,PLCB1,KEGG_2016
Focal adhesion_Homo sapiens_hsa04510,1/202,0.9562964135034839,1.0,0,0,0.32356176794150004,0.014459120566286768,MAPK8,KEGG_2016
Epstein-Barr virus infection_Homo sapiens_hsa05169,1/202,0.9562964135034839,1.0,0,0,0.32356176794150004,0.014459120566286768,MAPK8,KEGG_2016
HTLV-I infection_Homo sapiens_hsa05166,1/258,0.9817533587238484,1.0,0,0,0.2533313066828799,0.004665137652594457,MAPK8,KEGG_2016
Endocytosis_Homo sapiens_hsa04144,1/259,0.9820361427871565,1.0,0,0,0.2523531935296641,0.0045744482354788995,DNM3,KEGG_2016
Metabolic pathways_Homo sapiens_hsa01100,6/1239,0.9998924032427337,1.0,0,0,0.3165107851050025,3.405736638111004e-05,ADAM29;GALNT13;CPS1;CYP21A2;ADK;PLCB1,KEGG_2016
